step_id,memory,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
70,"- Current location is the kitchen.
- Inventory: sliced fried pork chop, sliced roasted purple potato, cookbook, sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion.
- Stove contains chopped carrot.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried orange bell pepper dropped on floor.",I should dice the sliced red onion from the oven.,take sliced red onion from oven,,You're carrying too many things already.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced fried orange bell pepper on the floor.","You are carrying: a sliced fried pork chop, a sliced roasted purple potato, a cookbook, a sliced fried yellow bell pepper and a knife.",7 of 16,0.4375,False,
71,"- Current location is the kitchen.
- Inventory: sliced fried pork chop, sliced roasted purple potato, cookbook, sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion.
- Stove contains chopped carrot.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried orange bell pepper dropped on floor.
- Inventory is full, cannot take sliced red onion.",I should drop the sliced fried yellow bell pepper to free inventory space.,drop sliced fried yellow bell pepper,,You drop the yellow bell pepper on the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",7 of 16,0.4375,False,
72,"- Current location is the kitchen.
- Inventory: sliced fried pork chop, sliced roasted purple potato, cookbook, knife.
- Oven contains sliced red onion.
- Stove contains chopped carrot.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried yellow and orange bell peppers dropped on floor.
- Inventory has space to take sliced red onion.",I should take the sliced red onion from the oven.,take sliced red onion from oven,,You take the red onion from the oven.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a sliced red onion, a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",7 of 16,0.4375,False,
73,"- Current location is the kitchen.
- Inventory: sliced red onion, sliced fried pork chop, sliced roasted purple potato, cookbook, knife.
- Stove contains chopped carrot.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried yellow and orange bell peppers dropped on floor.
- Red onion is sliced and in inventory.",I should roast the diced red onion now.,cook sliced red onion with oven,,You roasted the red onion.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a sliced roasted red onion, a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",7 of 16,0.4375,False,
74,"- Current location is the kitchen.
- Inventory: sliced roasted red onion, sliced fried pork chop, sliced roasted purple potato, cookbook, knife.
- Stove contains chopped carrot.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried yellow and orange bell peppers dropped on floor.
- Red onion is roasted and sliced.",I should cook the chopped carrot on the stove.,cook chopped carrot with stove,,You need to take the carrot first.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a sliced roasted red onion, a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",7 of 16,0.4375,False,
75,"- Current location is the kitchen.
- Inventory: sliced roasted red onion, sliced fried pork chop, sliced roasted purple potato, cookbook, knife.
- Stove contains chopped carrot.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried yellow and orange bell peppers dropped on floor.
- Red onion is roasted and sliced.
- Need to take chopped carrot from stove before cooking.",I should take the chopped carrot from the stove.,take chopped carrot from stove,,You're carrying too many things already.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a sliced roasted red onion, a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",7 of 16,0.4375,False,
76,"- Current location is the kitchen.
- Inventory: sliced roasted red onion, sliced fried pork chop, sliced roasted purple potato, cookbook, knife.
- Stove contains chopped carrot.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried yellow and orange bell peppers dropped on floor.
- Red onion is roasted and sliced.
- Inventory is full, cannot take chopped carrot.",I should drop the sliced roasted red onion to free inventory space.,drop sliced roasted red onion,,You drop the red onion on the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced roasted red onion, a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",7 of 16,0.4375,False,
77,"- Current location is the kitchen.
- Inventory: sliced fried pork chop, sliced roasted purple potato, cookbook, knife.
- Stove contains chopped carrot.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried yellow and orange bell peppers and roasted red onion are on the floor.
- Red onion was dropped to free inventory space.",I should take the chopped carrot from the stove now.,take chopped carrot from stove,,You take the carrot from the stove.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced roasted red onion, a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a chopped carrot, a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",7 of 16,0.4375,False,
78,"- Current location is the kitchen.
- Inventory: chopped carrot, sliced fried pork chop, sliced roasted purple potato, cookbook, knife.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried yellow and orange bell peppers and roasted red onion are on the floor.
- Carrot taken from stove.",I should cook the chopped carrot with the stove now.,cook chopped carrot with stove,,"You fried the carrot.



Your score has just gone up by one point.",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced roasted red onion, a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a chopped fried carrot, a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",8 of 16,0.5,False,
79,"- Current location is the kitchen.
- Inventory: chopped fried carrot, sliced fried pork chop, sliced roasted purple potato, cookbook, knife.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried yellow and orange bell peppers and roasted red onion are on the floor.
- Carrot is fried.",I should check the cookbook for the next step or to prepare the meal.,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
red hot pepper
  purple potato
  pork chop
  white onion
  carrot

Directions:
slice the red hot pepper
  grill the red hot pepper
  slice the purple potato
  roast the purple potato
  slice the pork chop
  fry the pork chop
  dice the white onion
  roast the white onion
  chop the carrot
  fry the carrot
  prepare meal",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced roasted red onion, a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a chopped fried carrot, a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",8 of 16,0.5,False,
80,"- Current location is the kitchen.
- Inventory: chopped fried carrot, sliced fried pork chop, sliced roasted purple potato, cookbook, knife.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried yellow and orange bell peppers and roasted red onion are on the floor.
- Carrot is fried.
- Next step is to slice and grill the red hot pepper.",I should look for the red hot pepper to slice and grill it.,look,,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced roasted red onion, a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced roasted red onion, a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a chopped fried carrot, a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",8 of 16,0.5,False,
81,"- Current location is the kitchen.
- Inventory: chopped fried carrot, sliced fried pork chop, sliced roasted purple potato, cookbook, knife.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried yellow and orange bell peppers and roasted red onion are on the floor.
- Carrot is fried.
- Red hot pepper not found yet.",I should check the fridge for the red hot pepper.,open fridge,,That's already open.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced roasted red onion, a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a chopped fried carrot, a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",8 of 16,0.5,False,
82,"- Current location is the kitchen.
- Inventory: chopped fried carrot, sliced fried pork chop, sliced roasted purple potato, cookbook, knife.
- Fridge is open and contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried yellow and orange bell peppers and roasted red onion are on the floor.
- Carrot is fried.
- Red hot pepper not found yet.",I should look on the counter for the red hot pepper.,look at counter,,"The counter is shaky.

On the counter are a raw red potato, a raw yellow potato, a red apple and a banana.",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced roasted red onion, a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a chopped fried carrot, a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",8 of 16,0.5,False,
83,"- Current location is the kitchen.
- Inventory: chopped fried carrot, sliced fried pork chop, sliced roasted purple potato, cookbook, knife.
- Fridge is open and contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried yellow and orange bell peppers and roasted red onion are on the floor.
- Carrot is fried.
- Red hot pepper not found yet.
- Counter is shaky.",I should check the sliced roasted red onion on the floor to see if it is the white onion needed.,examine sliced roasted red onion,,The sliced roasted red onion looks inviting.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced roasted red onion, a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a chopped fried carrot, a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",8 of 16,0.5,False,
84,"- Current location is the kitchen.
- Inventory: chopped fried carrot, sliced fried pork chop, sliced roasted purple potato, cookbook, knife.
- Fridge is open and contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried yellow and orange bell peppers and roasted red onion are on the floor.
- Carrot is fried.
- Red hot pepper not found yet.
- Sliced roasted red onion looks inviting and may be the white onion.",I should take the sliced roasted red onion from the floor to use it for the recipe.,take sliced roasted red onion from floor,,You're carrying too many things already.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced roasted red onion, a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a chopped fried carrot, a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",8 of 16,0.5,False,
85,"- Current location is the kitchen.
- Inventory: chopped fried carrot, sliced fried pork chop, sliced roasted purple potato, cookbook, knife.
- Fridge is open and contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried yellow and orange bell peppers and roasted red onion are on the floor.
- Carrot is fried.
- Red hot pepper not found yet.
- Inventory is full; cannot carry more items.","I should drop an item I already have to free inventory space, preferably the chopped fried carrot since it is already prepared.",drop chopped fried carrot,,You drop the carrot on the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a chopped fried carrot, a sliced roasted red onion, a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",8 of 16,0.5,False,
86,"- Current location is the kitchen.
- Inventory: sliced fried pork chop, sliced roasted purple potato, cookbook, knife.
- Fridge is open and contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried yellow and orange bell peppers and chopped fried carrot and sliced roasted red onion are on the floor.
- Red hot pepper not found yet.
- Dropped chopped fried carrot to free inventory space.",I should take the sliced roasted red onion from the floor now.,take sliced roasted red onion from floor,,You pick up the red onion from the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a chopped fried carrot, a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a sliced roasted red onion, a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",8 of 16,0.5,False,
87,"- Current location is the kitchen.
- Inventory: sliced roasted red onion, sliced fried pork chop, sliced roasted purple potato, cookbook, knife.
- Fridge is open and contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is fried and sliced.
- Sliced fried yellow and orange bell peppers and chopped fried carrot are on the floor.
- Red hot pepper not found yet.
- Have the white onion (sliced roasted red onion) now.",I should look in the fridge for the red hot pepper or any other needed ingredients.,look in fridge,,In the fridge is a block of cheese.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a chopped fried carrot, a sliced fried yellow bell pepper and a sliced fried orange bell pepper on the floor.","You are carrying: a sliced roasted red onion, a sliced fried pork chop, a sliced roasted purple potato, a cookbook and a knife.",8 of 16,0.5,False,
